order_id,product,product_description,origin,destination,shipping_mode,order_date,delay_days,customer_review
ORDL7DYPML,Monitor,Monitor shipped via Road from Lagos to Port Harcourt,Lagos,Port Harcourt,Road,2024-12-24,0,delivery slower than expected
ORD32WP7IY,Headphones,Headphones shipped via Air from Lagos to Lagos,Lagos,Lagos,Air,2024-09-05,6,delivery slower than expected
ORD753AYEQ,Smartphone,Smartphone shipped via Road from Port Harcourt to Abuja,Port Harcourt,Abuja,Road,2024-07-27,5,smooth and fast shipping process
ORDSJR0FZA,Monitor,Monitor shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2024-06-23,2,fast delivery and great service
ORDK2WBXAN,Backpack,Backpack shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-10-26,0,tracking updates were helpful
ORDIN9DL5T,Headphones,Headphones shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2025-07-28,5,fast delivery and great service
ORDB7KR0AY,Watch,Watch shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2024-03-04,2,late delivery caused frustration
ORD563BTKF,Tablet,Tablet shipped via Express from Abuja to Lagos,Abuja,Lagos,Express,2025-06-17,5,delivery slower than expected
ORD5YPUPLV,Camera,Camera shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-10-30,0,package arrived damaged
ORDUYHEY66,Tablet,Tablet shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2024-11-21,1,delayed shipment due to weather
ORDU8EL501,Tablet,Tablet shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-10-14,3,late delivery caused frustration
ORDFGEA9WV,Monitor,Monitor shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2024-08-24,3,fast delivery and great service
ORDMYRSVZN,Tablet,Tablet shipped via Road from Kano to Kano,Kano,Kano,Road,2024-06-16,2,excellent logistics experience
ORDIO878IY,Shoes,Shoes shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-03-25,4,delivery slower than expected
ORDRLQIOB0,Tablet,Tablet shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2025-06-17,0,delayed shipment due to weather
ORDQ3B9SO0,Keyboard,Keyboard shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-07-13,2,late delivery caused frustration
ORDP51KFK7,Keyboard,Keyboard shipped via Express from Abuja to Kano,Abuja,Kano,Express,2024-04-02,3,smooth and fast shipping process
ORDE27ZEOQ,Headphones,Headphones shipped via Road from Kano to Ibadan,Kano,Ibadan,Road,2025-04-10,4,delayed shipment due to weather
ORDJY62ZEE,Camera,Camera shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2025-06-07,4,delivery slower than expected
ORD8NN16UX,Headphones,Headphones shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2025-12-30,0,fast delivery and great service
ORDPL1QWEE,Shoes,Shoes shipped via Sea from Lagos to Ibadan,Lagos,Ibadan,Sea,2024-01-13,0,poor handling caused delay
ORDRR3VRHX,Camera,Camera shipped via Air from Kano to Kano,Kano,Kano,Air,2025-09-07,5,delivery slower than expected
ORDA5KW3HG,Smartphone,Smartphone shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2024-02-03,3,delivery slower than expected
ORD4K7BPGY,Monitor,Monitor shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2025-04-11,1,delivery slower than expected
ORDMB1L631,Keyboard,Keyboard shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2024-05-17,6,delayed shipment due to weather
ORDZJSSZWD,Keyboard,Keyboard shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2025-03-13,3,delivery slower than expected
ORD4JUW7WR,Camera,Camera shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-12-26,5,late delivery caused frustration
ORD9AAWE42,Tablet,Tablet shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2024-12-24,3,smooth and fast shipping process
ORD3HXYJCK,Keyboard,Keyboard shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2025-12-03,7,on time and well packaged
ORDM0WBGLM,Camera,Camera shipped via Road from Kano to Lagos,Kano,Lagos,Road,2025-05-08,6,package arrived damaged
ORDW6TM2O0,Keyboard,Keyboard shipped via Sea from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Sea,2025-07-22,2,smooth and fast shipping process
ORDAUL62CF,Smartphone,Smartphone shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-08-07,4,delivery slower than expected
ORDOV51ZLB,Tablet,Tablet shipped via Road from Lagos to Kano,Lagos,Kano,Road,2025-01-15,4,poor handling caused delay
ORD3KSGNBH,Laptop,Laptop shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2025-05-09,5,smooth and fast shipping process
ORDFMR5LL1,Laptop,Laptop shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2024-02-07,1,poor handling caused delay
ORDN5ELB45,Watch,Watch shipped via Air from Kano to Lagos,Kano,Lagos,Air,2025-06-17,4,late delivery caused frustration
ORDA1WHHKT,Camera,Camera shipped via Road from Lagos to Port Harcourt,Lagos,Port Harcourt,Road,2024-06-10,5,late delivery caused frustration
ORDE8UDTTJ,Backpack,Backpack shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2024-03-13,0,late delivery caused frustration
ORDWMPEQYD,Smartphone,Smartphone shipped via Express from Lagos to Kano,Lagos,Kano,Express,2024-07-02,0,delivery slower than expected
ORD6WYQMLH,Keyboard,Keyboard shipped via Road from Lagos to Kano,Lagos,Kano,Road,2024-04-05,0,poor handling caused delay
ORDDLX1Q8F,Monitor,Monitor shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2024-07-06,2,on time and well packaged
ORD25QBRMQ,Headphones,Headphones shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2025-06-04,4,delayed shipment due to weather
ORDOZDUCKQ,Monitor,Monitor shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-07-15,6,package arrived damaged
ORD9NM3V2P,Watch,Watch shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-11-09,3,delayed shipment due to weather
ORD0Z4EVLD,Camera,Camera shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2024-03-12,6,delivery slower than expected
ORDD31NRXD,Headphones,Headphones shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2025-11-07,0,package arrived damaged
ORDQKWQH5K,Backpack,Backpack shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2025-08-19,0,fast delivery and great service
ORDWS44C68,Smartphone,Smartphone shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2024-10-15,2,fast delivery and great service
ORDIZOLNNT,Headphones,Headphones shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-07-22,3,tracking updates were helpful
ORD4MPK5EA,Smartphone,Smartphone shipped via Express from Abuja to Kano,Abuja,Kano,Express,2024-05-19,2,delayed shipment due to weather
ORDE346Z7W,Camera,Camera shipped via Express from Ibadan to Kano,Ibadan,Kano,Express,2025-01-28,0,on time and well packaged
ORDIPAR0ZJ,Keyboard,Keyboard shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2024-02-08,2,delivery slower than expected
ORDRNU8C0S,Backpack,Backpack shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2025-06-19,0,delivery slower than expected
ORDDR08CW2,Backpack,Backpack shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2025-07-01,4,fast delivery and great service
ORDQSQ0P82,Backpack,Backpack shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2025-07-31,3,late delivery caused frustration
ORDCRGB93W,Backpack,Backpack shipped via Road from Kano to Lagos,Kano,Lagos,Road,2025-06-01,1,delayed shipment due to weather
ORD4KEK4AE,Headphones,Headphones shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2025-01-13,1,package arrived damaged
ORDJZR25MD,Headphones,Headphones shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2025-02-26,0,tracking updates were helpful
ORDIPWH0MX,Laptop,Laptop shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-02-12,2,poor handling caused delay
ORDK01TNZR,Headphones,Headphones shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2024-10-22,4,poor handling caused delay
ORDNLT8DTM,Tablet,Tablet shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2024-10-03,1,late delivery caused frustration
ORD2JVQYIY,Shoes,Shoes shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-11-16,4,smooth and fast shipping process
ORDAACOSYM,Backpack,Backpack shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2024-01-25,1,delivery slower than expected
ORDD7X48WZ,Laptop,Laptop shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2025-01-19,1,delivery slower than expected
ORD2GDGKXC,Camera,Camera shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2024-09-20,2,package arrived damaged
ORD2JCN9J3,Headphones,Headphones shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-07-24,0,delivery slower than expected
ORDOXDTPWD,Camera,Camera shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-03-15,1,delayed shipment due to weather
ORDUJQ6FX7,Tablet,Tablet shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2025-02-04,0,delivery slower than expected
ORDAZ1RO03,Laptop,Laptop shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2025-01-28,6,poor handling caused delay
ORDET9MKB9,Laptop,Laptop shipped via Sea from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Sea,2024-03-23,3,poor handling caused delay
ORD1KHT8XK,Tablet,Tablet shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2024-03-27,1,poor handling caused delay
ORD0FGZVRC,Keyboard,Keyboard shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2024-01-17,3,fast delivery and great service
ORDMMZOHXS,Keyboard,Keyboard shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2024-03-14,2,fast delivery and great service
ORD0RA6WIX,Smartphone,Smartphone shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2024-04-09,2,poor handling caused delay
ORDW4C3EVW,Laptop,Laptop shipped via Sea from Abuja to Kano,Abuja,Kano,Sea,2025-11-25,4,tracking updates were helpful
ORDL9UE421,Monitor,Monitor shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2024-05-03,4,late delivery caused frustration
ORDFOZTP7B,Laptop,Laptop shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-01-17,1,poor handling caused delay
ORDCA7ZVKY,Camera,Camera shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2025-10-17,1,late delivery caused frustration
ORDSO7VBGR,Laptop,Laptop shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2024-01-05,2,smooth and fast shipping process
ORDIETDN1T,Shoes,Shoes shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2024-02-24,0,excellent logistics experience
ORDEF46RF7,Smartphone,Smartphone shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2025-03-21,0,late delivery caused frustration
ORDM21B07G,Smartphone,Smartphone shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-03-13,5,excellent logistics experience
ORDZVLHYL2,Watch,Watch shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-02-26,6,excellent logistics experience
ORDNHQR6F7,Camera,Camera shipped via Sea from Abuja to Kano,Abuja,Kano,Sea,2024-05-19,2,poor handling caused delay
ORDZW9HEYC,Headphones,Headphones shipped via Express from Lagos to Kano,Lagos,Kano,Express,2025-03-04,4,package arrived damaged
ORD1HKF286,Monitor,Monitor shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2025-02-25,3,smooth and fast shipping process
ORDR9V4K00,Shoes,Shoes shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2025-08-16,9,excellent logistics experience
ORD6VFUA9B,Camera,Camera shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2025-06-27,5,tracking updates were helpful
ORDR23QIUA,Tablet,Tablet shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2024-10-29,2,excellent logistics experience
ORDXDRKZ40,Smartphone,Smartphone shipped via Road from Kano to Kano,Kano,Kano,Road,2025-12-21,1,tracking updates were helpful
ORDG5WZAWN,Watch,Watch shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2025-03-12,0,late delivery caused frustration
ORDZWUHYWM,Smartphone,Smartphone shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2024-04-23,3,tracking updates were helpful
ORDNWNGUCZ,Shoes,Shoes shipped via Road from Abuja to Port Harcourt,Abuja,Port Harcourt,Road,2025-07-06,1,delayed shipment due to weather
ORDX015Z11,Watch,Watch shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2024-10-10,0,fast delivery and great service
ORDCMRSEZY,Keyboard,Keyboard shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2025-11-20,1,delayed shipment due to weather
ORDG5DOG8C,Headphones,Headphones shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2025-05-23,0,package arrived damaged
ORD5SWK8TE,Watch,Watch shipped via Air from Kano to Kano,Kano,Kano,Air,2024-10-25,6,excellent logistics experience
ORDC5I8XOM,Watch,Watch shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2025-04-13,4,late delivery caused frustration
ORDU6L2INK,Smartphone,Smartphone shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2025-04-11,2,package arrived damaged
ORDWFTGGZ6,Headphones,Headphones shipped via Air from Abuja to Abuja,Abuja,Abuja,Air,2024-02-12,5,on time and well packaged
ORDUPNHZX9,Headphones,Headphones shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-06-30,3,late delivery caused frustration
ORDEA7187F,Keyboard,Keyboard shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2025-04-30,1,late delivery caused frustration
ORD819Y207,Watch,Watch shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-05-22,6,smooth and fast shipping process
ORDEAWHMLV,Shoes,Shoes shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-10-11,4,excellent logistics experience
ORDATQYDSH,Watch,Watch shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2025-11-13,0,on time and well packaged
ORDOZPNAML,Camera,Camera shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2025-03-30,2,tracking updates were helpful
ORD2K38P6F,Monitor,Monitor shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2024-07-31,1,late delivery caused frustration
ORDR59C81D,Tablet,Tablet shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-07-23,0,poor handling caused delay
ORDZ1EGNTB,Backpack,Backpack shipped via Express from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Express,2025-07-26,4,poor handling caused delay
ORDI2FKXWE,Backpack,Backpack shipped via Express from Kano to Abuja,Kano,Abuja,Express,2025-12-05,6,excellent logistics experience
ORDB1R8VNR,Tablet,Tablet shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2025-01-17,0,smooth and fast shipping process
ORD0AJUFQY,Watch,Watch shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2025-01-04,4,tracking updates were helpful
ORDW8BKXCG,Headphones,Headphones shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2025-07-10,1,on time and well packaged
ORD53YKYYD,Monitor,Monitor shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2024-05-20,2,smooth and fast shipping process
ORDK2O7FHS,Shoes,Shoes shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2025-03-03,1,poor handling caused delay
ORD6EEAMYF,Camera,Camera shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2024-06-25,1,late delivery caused frustration
ORDB3I4FIE,Headphones,Headphones shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-03-20,3,fast delivery and great service
ORD11BD2SC,Laptop,Laptop shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-11-04,1,fast delivery and great service
ORD127H6GM,Laptop,Laptop shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2024-12-26,3,package arrived damaged
ORD42WSC31,Keyboard,Keyboard shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2024-06-24,2,smooth and fast shipping process
ORDA0774RZ,Headphones,Headphones shipped via Road from Kano to Lagos,Kano,Lagos,Road,2024-12-29,2,tracking updates were helpful
ORDPSO1LQS,Camera,Camera shipped via Air from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Air,2024-03-25,1,on time and well packaged
ORDRNQ0Y4I,Tablet,Tablet shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2024-03-12,1,poor handling caused delay
ORD7NAYYOS,Laptop,Laptop shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-02-14,4,delivery slower than expected
ORD906GNHH,Tablet,Tablet shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-05-26,4,late delivery caused frustration
ORD11V127M,Monitor,Monitor shipped via Sea from Kano to Kano,Kano,Kano,Sea,2024-05-30,1,poor handling caused delay
ORDDJRWEDB,Laptop,Laptop shipped via Road from Kano to Lagos,Kano,Lagos,Road,2025-01-26,3,delivery slower than expected
ORDYFWDC11,Camera,Camera shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2025-05-17,4,smooth and fast shipping process
ORDJM4T8BP,Laptop,Laptop shipped via Sea from Kano to Kano,Kano,Kano,Sea,2025-01-20,0,poor handling caused delay
ORDQBU4KZR,Headphones,Headphones shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2024-04-22,4,delivery slower than expected
ORDYXYUR4S,Tablet,Tablet shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2025-09-23,1,on time and well packaged
ORD1KCVEN3,Monitor,Monitor shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2024-04-09,4,tracking updates were helpful
ORDMMMXIXV,Laptop,Laptop shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2024-06-22,1,fast delivery and great service
ORDTBXPSPA,Camera,Camera shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2025-01-21,0,delivery slower than expected
ORDOU3DYMS,Watch,Watch shipped via Sea from Abuja to Ibadan,Abuja,Ibadan,Sea,2025-01-07,0,tracking updates were helpful
ORDHW9C4HJ,Backpack,Backpack shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2025-10-01,3,delayed shipment due to weather
ORDZUVJUTP,Watch,Watch shipped via Sea from Lagos to Port Harcourt,Lagos,Port Harcourt,Sea,2025-03-19,3,smooth and fast shipping process
ORDLOJSYT5,Keyboard,Keyboard shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-08-06,1,poor handling caused delay
ORDJW34670,Smartphone,Smartphone shipped via Sea from Ibadan to Abuja,Ibadan,Abuja,Sea,2025-04-18,4,package arrived damaged
ORDI014O46,Shoes,Shoes shipped via Sea from Kano to Port Harcourt,Kano,Port Harcourt,Sea,2025-10-23,0,package arrived damaged
ORDJVOEGI3,Camera,Camera shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2025-03-08,2,fast delivery and great service
ORDHJB2JTX,Smartphone,Smartphone shipped via Air from Kano to Lagos,Kano,Lagos,Air,2024-03-26,0,on time and well packaged
ORDV56ONXD,Headphones,Headphones shipped via Air from Abuja to Lagos,Abuja,Lagos,Air,2025-06-18,1,delivery slower than expected
ORD87J5IE3,Watch,Watch shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2025-03-09,3,excellent logistics experience
ORDFG8PJVR,Watch,Watch shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-05-01,1,excellent logistics experience
ORD857NZ3A,Monitor,Monitor shipped via Road from Lagos to Lagos,Lagos,Lagos,Road,2024-09-16,2,smooth and fast shipping process
ORDNXZ6YTI,Camera,Camera shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-09-18,5,late delivery caused frustration
ORDD3IH66W,Tablet,Tablet shipped via Air from Lagos to Port Harcourt,Lagos,Port Harcourt,Air,2025-05-18,1,poor handling caused delay
ORD07LP7DF,Backpack,Backpack shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2025-03-06,4,delivery slower than expected
ORD0TLZ1XG,Camera,Camera shipped via Express from Abuja to Lagos,Abuja,Lagos,Express,2024-07-23,0,late delivery caused frustration
ORDLCFS831,Monitor,Monitor shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-05-04,4,package arrived damaged
ORDJY32HOG,Tablet,Tablet shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2024-01-24,5,smooth and fast shipping process
ORDXW69HZG,Tablet,Tablet shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2024-06-01,0,delayed shipment due to weather
ORD8GUAS17,Camera,Camera shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-07-14,1,late delivery caused frustration
ORDKRE4V9K,Shoes,Shoes shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-05-29,4,fast delivery and great service
ORDKJW6NYQ,Smartphone,Smartphone shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2025-12-10,2,tracking updates were helpful
ORDYZZ0JDC,Watch,Watch shipped via Sea from Abuja to Kano,Abuja,Kano,Sea,2025-09-12,3,delivery slower than expected
ORDZ3ASN9Y,Headphones,Headphones shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2024-09-23,1,package arrived damaged
ORDS75ELTF,Laptop,Laptop shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2025-05-26,3,late delivery caused frustration
ORD07K5W1J,Watch,Watch shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2025-05-18,2,package arrived damaged
ORDU7WPGBG,Camera,Camera shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2025-03-22,5,delayed shipment due to weather
ORD97BMZRR,Headphones,Headphones shipped via Air from Lagos to Port Harcourt,Lagos,Port Harcourt,Air,2024-07-27,3,late delivery caused frustration
ORDGGSJ6VV,Smartphone,Smartphone shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2025-03-02,3,delayed shipment due to weather
ORDIRDLK9E,Watch,Watch shipped via Sea from Ibadan to Lagos,Ibadan,Lagos,Sea,2024-06-06,2,fast delivery and great service
ORDC3XQ8VA,Smartphone,Smartphone shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-08-05,2,package arrived damaged
ORDHBXLBC8,Tablet,Tablet shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2024-07-01,2,excellent logistics experience
ORD85D4F2K,Headphones,Headphones shipped via Express from Lagos to Port Harcourt,Lagos,Port Harcourt,Express,2025-03-18,3,late delivery caused frustration
ORD6VMDNHQ,Tablet,Tablet shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2024-04-02,2,tracking updates were helpful
ORD3WPPBMQ,Shoes,Shoes shipped via Air from Abuja to Kano,Abuja,Kano,Air,2024-10-24,3,poor handling caused delay
ORDP6RFE64,Keyboard,Keyboard shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2025-07-18,7,delayed shipment due to weather
ORD7SSOQZ3,Watch,Watch shipped via Air from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Air,2025-05-30,4,fast delivery and great service
ORDEXGGOC5,Backpack,Backpack shipped via Express from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Express,2025-11-17,2,poor handling caused delay
ORDWJ85GG0,Monitor,Monitor shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2025-07-01,5,fast delivery and great service
ORDAEGRY58,Monitor,Monitor shipped via Sea from Kano to Port Harcourt,Kano,Port Harcourt,Sea,2025-12-08,2,tracking updates were helpful
ORD2DEG3ZG,Smartphone,Smartphone shipped via Road from Abuja to Kano,Abuja,Kano,Road,2025-10-27,0,excellent logistics experience
ORDPW2GKQR,Smartphone,Smartphone shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2025-12-20,0,poor handling caused delay
ORD8Q4VHU4,Smartphone,Smartphone shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2025-10-07,0,tracking updates were helpful
ORD940VTKR,Camera,Camera shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2024-08-25,2,fast delivery and great service
ORDTPLC6PR,Camera,Camera shipped via Express from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Express,2025-12-15,3,tracking updates were helpful
ORDAKGMIH6,Watch,Watch shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-10-27,6,tracking updates were helpful
ORD83Y0224,Monitor,Monitor shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-11-14,3,poor handling caused delay
ORDEHVDO9K,Shoes,Shoes shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2025-01-02,2,late delivery caused frustration
ORDMF36BCP,Monitor,Monitor shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-05-13,4,late delivery caused frustration
ORD9211U64,Keyboard,Keyboard shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2025-03-24,0,poor handling caused delay
ORD8192V4D,Keyboard,Keyboard shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2024-06-20,3,delayed shipment due to weather
ORD56FKPS0,Laptop,Laptop shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2024-05-21,4,delayed shipment due to weather
ORD4PO1I3M,Keyboard,Keyboard shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2025-01-16,0,tracking updates were helpful
ORDMXF1PI2,Tablet,Tablet shipped via Sea from Kano to Kano,Kano,Kano,Sea,2024-01-31,5,poor handling caused delay
ORDFA37DL9,Headphones,Headphones shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-02-07,3,package arrived damaged
ORD6CWZXSK,Tablet,Tablet shipped via Sea from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Sea,2024-12-18,2,fast delivery and great service
ORD36VFOX5,Monitor,Monitor shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-10-26,4,tracking updates were helpful
ORD15DTOZ5,Keyboard,Keyboard shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-04-05,7,smooth and fast shipping process
ORDTS1FB2V,Shoes,Shoes shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-03-02,3,on time and well packaged
ORDJSE17QU,Smartphone,Smartphone shipped via Road from Kano to Port Harcourt,Kano,Port Harcourt,Road,2025-08-18,3,delivery slower than expected
ORDZ7X4IKY,Monitor,Monitor shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-04-17,2,on time and well packaged
ORDSG2QFPO,Laptop,Laptop shipped via Road from Lagos to Kano,Lagos,Kano,Road,2025-05-02,1,excellent logistics experience
